artist_name,track_name,release_date,genre
meshuggah,neurotica,1998,jazz
meshuggah,concatenation,1998,jazz
hieroglyphics,opio,1998,jazz
unkle,u.n.k.l.e. main title theme,1998,jazz
morcheeba,fear and love,1998,jazz
steve cole,say it again,1998,jazz
a tribe called quest,like it like that,1998,jazz
mulatu astatke,munayé (my muna),1998,jazz
a tribe called quest,steppin' it up (feat. busta rhymes & redman),1998,jazz
brad mehldau,exit music,1998,jazz
morcheeba,let me see,1998,jazz
tony bennett,the bare necessities,1998,jazz
hieroglyphics,all things,1998,jazz
the ink spots,address unknown,1998,jazz
a tribe called quest,busta's lament,1998,jazz
kashif,love changes,1998,jazz
morcheeba,blindfold,1998,jazz
maze,we are one,1998,jazz
gary burton,question and answer,1998,jazz
pete rock,take your time,1998,jazz
a tribe called quest,give me (feat. noreaga),1998,jazz
vince guaraldi trio,joe cool,1998,jazz
fletcher henderson,sing you sinners,1998,jazz
maze,a place in my heart,1998,jazz
hieroglyphics,phesto,1998,jazz
a tribe called quest,his name is mutty ranks,1998,jazz
rae & christian,spellbound,1998,jazz
morcheeba,shoulder holster,1998,jazz
peggy lee,riders in the sky (a cowboy legend),1998,jazz
a tribe called quest,da booty,1998,jazz
jaco pastorius,i shot the sheriff,1998,jazz
unkle,bloodstain,1998,jazz
a tribe called quest,start it up,1998,jazz
a tribe called quest,pad & pen (feat. d-life),1998,jazz
a tribe called quest,the love,1998,jazz
diana krall,pick yourself up,1999,jazz
afterlife,cry (brown bear mix),1999,jazz
diana krall,why should i care?,1999,jazz
diana krall,devil may care,1999,jazz
brian hughes,smile,1999,jazz
big bad voodoo daddy,big and bad,1999,jazz
steve tyrell,i can't get started with you,1999,jazz
brian hughes,for you,1999,jazz
nightmares on wax,argha noah,1999,jazz
special efx,awakening,1999,jazz
nat king cole,when i grow too old to dream,1999,jazz
joe sample,for all we know,1999,jazz
vera lynn,it hurts to say goodbye,1999,jazz
michael franks,every time she whispers,1999,jazz
the dillinger escape plan,sugar coated sour,1999,jazz
paul hardcastle,love's theme,1999,jazz
swans,blind,1999,jazz
steve oliver,midnight at the oasis,1999,jazz
dave koz,i'll be there,1999,jazz
swans,love will save you,1999,jazz
peace orchestra,domination,1999,jazz
big bad voodoo daddy,what's next?,1999,jazz
joe sample,come along with me,1999,jazz
peace orchestra,shining,1999,jazz
nat king cole,"just you, just me",1999,jazz
michael franks,heart like an open book,1999,jazz
justice system,trouble on my mind,1999,jazz
the dillinger escape plan,jim fear,1999,jazz
diana krall,i'll string along with you,1999,jazz
keith jarrett,don't ever leave me,1999,jazz
angelo debarre,noto swing,1999,jazz
michael brecker,as i am,1999,jazz
lee morgan,hocus-pocus,1999,jazz
hiroshima,the door is open,1999,jazz
boney james,are you ready?,1999,jazz
jamiroquai,black capricorn day,1999,jazz
joe sample,when your life was low,1999,jazz
jamiroquai,falling,1999,jazz
dave koz,love is on the way,1999,jazz
aim,ain't got time to waste,1999,jazz
dave koz,together again,1999,jazz
esbjörn svensson trio,from gagarin's point of view,1999,jazz
steve tyrell,give me the simple life,1999,jazz
julie london,cry me a river,1999,jazz
the ink spots,into each life some rain must fall,1999,jazz
diana krall,let's fall in love,1999,jazz
steve oliver,west end,1999,jazz
keith jarrett,i got it bad and that ain't good,1999,jazz
de-phazz,no jive,1999,jazz
diana krall,i've got you under my skin,1999,jazz
harry james,i've heard that song before,1999,jazz
richard elliot,moomba,1999,jazz
norman brown,paradise,1999,jazz
nitin sawhney,homelands,1999,jazz
keith jarrett,blame it on my youth / meditation,1999,jazz
joe sample,one day i'll fly away,1999,jazz
jamiroquai,planet home,1999,jazz
vera lynn,those were the days,1999,jazz
jim hall,don't forget,1999,jazz
dave koz,the bright side,1999,jazz
sven van hees,tsunami (inside my soul),1999,jazz
joe sample,fever,1999,jazz
jimmy scott,nothing compares 2 u,1999,jazz
nightmares on wax,survival,1999,jazz
rick braun,feel like makin' love,1999,jazz
cassandra wilson,time after time,1999,jazz
will downing,every time it rains,2000,jazz
ulver,lost in moments,2000,jazz
tosca,the key,2000,jazz
morcheeba,let it go,2000,jazz
bent,always,2000,jazz
eva cassidy,anniversary song,2000,jazz
dj food,the crow,2000,jazz
bonobo,shadow tricks,2000,jazz
steve cole,between us,2000,jazz
roy hargrove,a time for love,2000,jazz
the andrews sisters,i wanna be loved,2000,jazz
boney james,love's like that (feat. fourplay),2000,jazz
us3,cantaloop,2000,jazz
supreme beings of leisure,ain't got nothin',2000,jazz
dzihan & kamien,drophere,2000,jazz
club 1600,stay,2000,jazz
fats waller,handful of keys,2000,jazz
the mighty bop,feeling good,2000,jazz
thievery corporation,focus on sight,2000,jazz
supreme beings of leisure,nothin' like tomorrow,2000,jazz
morcheeba,love sweet love (feat. mr complex),2000,jazz
louis armstrong,cold cold heart,2000,jazz
bing crosby,aren't you glad you're you,2000,jazz
hank mobley,up a step,2000,jazz
godspeed you! black emperor,sleep,2000,jazz
groove armada,inside my mind (blue skies),2000,jazz
louis armstrong,c'est si bon,2000,jazz
lemon jelly,his majesty king raam,2000,jazz
blue states,walkabout,2000,jazz
st germain,land of...,2000,jazz
kirk whalum,now 'til forever,2000,jazz
guru's jazzmatazz,keep your worries,2000,jazz
louis armstrong,mood indigo,2000,jazz
eva cassidy,time after time,2000,jazz
lemon jelly,the staunton lick,2000,jazz
gotan project,last tango in paris,2000,jazz
eva cassidy,kathy's song,2000,jazz
godspeed you! black emperor,storm,2000,jazz
natalie cole,a smile like yours,2000,jazz
3rd force,here comes the night,2000,jazz
st germain,what you think about...,2000,jazz
carmen mcrae,whatever lola wants,2000,jazz
steve cole,from the start,2000,jazz
groove armada,i see you baby (feat. gramma funk),2000,jazz
al jarreau,just to be loved,2000,jazz
bonobo,dinosaurs,2000,jazz
nancy wilson,lucky trumble,2000,jazz
groove armada,chicago,2000,jazz
thievery corporation,a guide for i & i,2000,jazz
chris standring,smile,2000,jazz
lemon jelly,nervous tension,2000,jazz
thievery corporation,tomorrow,2000,jazz
nat king cole trio,i miss you so,2000,jazz
st germain,la goutte d'or,2000,jazz
brooklyn funk essentials,i got cash,2000,jazz
thievery corporation,the mirror conspiracy,2000,jazz
gota,in the city life,2000,jazz
keiko matsui,across the sun,2001,jazz
kid loco,cocaine diana,2001,jazz
quantic,infinite regression,2001,jazz
jamiroquai,so good to feel real,2001,jazz
peter white,life story,2001,jazz
jimmy sommers,falling for you,2001,jazz
koop,relaxin at club f****n,2001,jazz
swans,i was a prisoner in your skull,2001,jazz
typical cats,qweloquiallisms,2001,jazz
bing crosby,i wish you a merry christmas,2001,jazz
groove armada,fogma,2001,jazz
the black seeds,coming back home,2001,jazz
swans,yum-yab killers,2001,jazz
asheru and blue black of the unspoken heard,soul,2001,jazz
télépopmusik,breathe,2001,jazz
orbient,boarding,2001,jazz
typical cats,it won't stop,2001,jazz
sleepytime gorilla museum,sleep is wrong,2001,jazz
kurt elling,blame it on my youth,2001,jazz
typical cats,take a number,2001,jazz
boney james,all about you,2001,jazz
peter white,when i'm alone,2001,jazz
brian culbertson,nice & slow,2001,jazz
susannah mccorkle,if i only had a heart,2001,jazz
dinah shore,i'll walk alone,2001,jazz
earl hines,i ain't got nobody,2001,jazz
astrud gilberto,who needs forever?,2001,jazz
rosemary clooney,how about you?,2001,jazz
wayman tisdale,when i opened up my eyes,2001,jazz
zero 7,simple things,2001,jazz
typical cats,snake oil,2001,jazz
kankick,the finer things,2001,jazz
la sonora matancera,mala jujer,2001,jazz
peter white,glow,2001,jazz
charlie hunter,creole,2001,jazz
brian culbertson,together tonight,2001,jazz
asheru and blue black of the unspoken heard,elevator music,2001,jazz
perry como,"medley: caroling, caroling / the first noel / hark! the herald angels sing / silent night",2001,jazz
george shearing,guilty,2001,jazz
nat king cole,love me as though there were no tomorrow,2001,jazz
zero 7,in the waiting line,2001,jazz
tricky,excess,2001,jazz
wayman tisdale,can't hide love,2001,jazz
"orlando ""cachaíto"" lópez","mis dos pequeñas (feat. angá díaz, amadito valdés, carlos gonzález & manuel galbán)",2001,jazz
the meters,down by the river,2001,jazz
peggy lee,he's a tramp,2001,jazz
groove armada,suntoucher,2001,jazz
ronny jordan,floor & more,2001,jazz
afterlife,take me inside (christophe goze mix),2001,jazz
tony bennett,let the good times roll (with b.b. king),2001,jazz
bing crosby,winter wonderland,2001,jazz
the dining rooms,pure easy,2001,jazz
special efx,two hearts,2001,jazz
diana krall,i get along without you very well,2001,jazz
groove armada,little by little,2001,jazz
bing crosby,do you hear what i hear?,2001,jazz
llorca,indigo blues,2001,jazz
perry como,it's a lovely day today,2001,jazz
michael brecker,the nearness of you,2001,jazz
jeff lorber,chopsticks,2001,jazz
koop,tonight,2001,jazz
jamiroquai,feel so good,2001,jazz
nitin sawhney,sunset,2001,jazz
tony bennett,new york state of mind (with billy joel),2001,jazz
télépopmusik,genetic world,2001,jazz
"harry connick, jr.",pure imagination / candy man,2001,jazz
llorca,the novel sound,2001,jazz
major boys,sous le soleil,2001,jazz
eva cassidy,i can only be me,2002,jazz
blue six,let's do it together,2002,jazz
rjd2,june,2002,jazz
natalie cole,better than anything,2002,jazz
jazzanova,no use feat. clara hill,2002,jazz
hippiehaus,galaxy,2002,jazz
tony bennett,dream a little dream of me,2002,jazz
morcheeba,way beyond,2002,jazz
nils landgren,i will survive,2002,jazz
the cinematic orchestra,all that you give,2002,jazz
morcheeba,aqualung,2002,jazz
monte la rue,adeus,2002,jazz
gota,cruisin' your way,2002,jazz
dj shadow,six days,2002,jazz
tommy guerrero,it gets heavy,2002,jazz
georg levin,(i got) somebody new,2002,jazz
lemon jelly,experiment number six,2002,jazz
meshuggah,straws pulled at random,2002,jazz
meshuggah,stengah,2002,jazz
rjd2,take the picture off,2002,jazz
the herbaliser,something wicked,2002,jazz
nightmares on wax,mind eye,2002,jazz
xploding plastix,funnybones & lazylegs,2002,jazz
blue six,pure,2002,jazz
meshuggah,perpetual black second,2002,jazz
morcheeba,sao paulo,2002,jazz
diana krall,fly me to the moon,2002,jazz
pain of salvation,undertow,2002,jazz
rjd2,shot in the dark,2002,jazz
fourplay,that's the time,2002,jazz
meshuggah,spasm,2002,jazz
angelo debarre,david,2002,jazz
nightmares on wax,date with destiny,2002,jazz
rjd2,salud,2002,jazz
fourplay,galaxia,2002,jazz
steve oliver,high noon,2002,jazz
benny goodman,and the angels sing,2002,jazz
kirk whalum,falling in love with jesus,2002,jazz
paul taylor,exotica,2002,jazz
bonobo,scuba,2002,jazz
rjd2,the horror,2002,jazz
cæcilie norby,never let me go,2002,jazz
eva cassidy,imagine,2002,jazz
eva cassidy,danny boy,2002,jazz
minus 8,bossanova feeling,2002,jazz
jazzamor,fly me to the moon,2002,jazz
pieces of a dream,love's silhouette,2002,jazz
soulive,joyful girl,2002,jazz
michael manson,seven whole days,2002,jazz
thievery corporation,all that we perceive,2002,jazz
jonathan butler,surrender (feat. boney james),2002,jazz
morcheeba,otherwise,2002,jazz
blue states,season song,2002,jazz
tony allen,home cooking,2002,jazz
sofa surfers,passin tru,2002,jazz
paul desmond,here's that rainy day,2002,jazz
the cinematic orchestra,burn out,2002,jazz
large professor,stay chisel,2002,jazz
rjd2,chicken-bone circuit,2002,jazz
flunk,i love music,2002,jazz
louie austen,hoping (herbert's high dub),2002,jazz
morcheeba,slow down,2002,jazz
the modern jazz quartet,blues in c minor,2002,jazz
eva cassidy,yesterday,2003,jazz
nat king cole,because you're mine,2003,jazz
sikth,peep show,2003,jazz
lizz wright,silence,2003,jazz
will downing,king of fools,2003,jazz
devin townsend band,suicide,2003,jazz
keith jarrett trio,butch and butch,2003,jazz
stigmato inc,reality check,2003,jazz
lizz wright,"open your eyes, you can fly",2003,jazz
plej,blue,2003,jazz
art tatum,my ideal,2003,jazz
slow train soul,in the black of night,2003,jazz
bent,king wisp,2003,jazz
groove armada,but i feel good,2003,jazz
lizz wright,salt,2003,jazz
bing crosby,you are my sunshine,2003,jazz
steve tyrell,you'd be so nice to come home to,2003,jazz
bent,beautiful otherness,2003,jazz
a tribe called quest,mr. incognito,2003,jazz
nat king cole,it's all in the game,2003,jazz
oi va voi,yesterday's mistakes,2003,jazz
katie melua,call off the search,2003,jazz
de-phazz,good boy,2003,jazz
fred astaire,they can't take that away from me,2003,jazz
eva cassidy,american tune,2003,jazz
the andrews sisters,"run, rabbit, run",2003,jazz
between the buried and me,ad a dglgmut,2003,jazz
backini,pyramind,2003,jazz
soel,my singing soul,2003,jazz
nat king cole,love is a many splendored thing,2003,jazz
son boricua,volare,2003,jazz
between the buried and me,mordecai,2003,jazz
eva cassidy,true colors,2003,jazz
lionel hampton,lavender coffin,2003,jazz
katie melua,the closest thing to crazy,2003,jazz
the dining rooms,tunnel,2003,jazz
bent,moonbeams,2003,jazz
devin townsend band,deadhead,2003,jazz
the cat empire,the lost song,2003,jazz
people under the stairs,tales of kidd drunkadelic,2003,jazz
the cinematic orchestra,the awakening of a woman,2003,jazz
kirk whalum,do you feel me,2003,jazz
people under the stairs,the breakdown,2003,jazz
groove armada,hands of time,2003,jazz
nujabes,beat laments the world,2003,jazz
louis armstrong,we have all the time in the world,2003,jazz
nujabes,the final view,2003,jazz
bent,so long without you,2003,jazz
steve tyrell,i've got a crush on you,2003,jazz
de-phazz,cut the jazz,2003,jazz
will downing,a million ways,2003,jazz
nujabes,highs 2 lows (feat. cise starr from cyne),2003,jazz
kenny g,everlasting,2003,jazz
soel,le vicomte,2003,jazz
michael henderson,"take me, i'm yours",2003,jazz
richard bona,kalabancoro,2003,jazz
the rh factor,how i know,2003,jazz
glenn miller,sweet potato piper,2003,jazz
tord gustavsen trio,where breathing starts,2003,jazz
backini,who's mad @ who,2003,jazz
a tribe called quest,glamour & glitz,2003,jazz
unkle,in a state,2003,jazz
glenn miller,indian summer,2003,jazz
cassandra wilson,fragile,2003,jazz
regina carter,pavane,2003,jazz
a tribe called quest,"peace, prosperity & paper",2003,jazz
the andrews sisters,"oh johnny, oh johnny, oh!",2003,jazz
chris botti,make someone happy,2004,jazz
pieces of a dream,philly high,2004,jazz
tony bennett,my favorite things,2004,jazz
de la soul,shopping bags (she got from you),2004,jazz
madeleine peyroux,no more,2004,jazz
kenny g,how could an angel break my heart,2004,jazz
special efx,get on up,2004,jazz
maze,ain't it strange,2004,jazz
rjd2,making days longer,2004,jazz
necrophagist,ignominious & pale,2004,jazz
the pharcyde,illusions,2004,jazz
jamie cullum,i get a kick out of you,2004,jazz
necrophagist,diminished to b,2004,jazz
pete rock,its a love thing,2004,jazz
bent,exercise 4,2004,jazz
bobby darin,the curtain falls,2004,jazz
fourplay,play around it,2004,jazz
necrophagist,epitaph,2004,jazz
skalpel,sculpture,2004,jazz
blockhead,jet son,2004,jazz
flunk,spring to kingdom come,2004,jazz
mark rae,lavish,2004,jazz
the dillinger escape plan,we are the storm,2004,jazz
the dillinger escape plan,van damsel,2004,jazz
quo vadis,silence calls the storm,2004,jazz
necrophagist,foul body autopsy,2004,jazz
necrophagist,to breathe in a casket,2004,jazz
sporto kantès,surprise,2004,jazz
blockhead,triptych part 3,2004,jazz
amp fiddler,you play me,2004,jazz
maze,too many games,2004,jazz
bunk johnson,low down blues,2004,jazz
necrophagist,symbiotic in theory,2004,jazz
de la soul,verbal clap,2004,jazz
rjd2,someone's second kiss,2004,jazz
thad jones,big dipper,2004,jazz
diana krall,narrow daylight,2004,jazz
fats waller,honeysuckle rose,2004,jazz
donny hathaway,superwoman,2004,jazz
renee olstead,breaking up is hard to do,2004,jazz
de la soul,much more (feat. yummy),2004,jazz
the bad plus,and here we test our powers of observation,2004,jazz
candiria,blood,2004,jazz
the dillinger escape plan,unretrofied,2004,jazz
madeleine peyroux,weary blues,2004,jazz
chris botti,no ordinary love,2004,jazz
boney james,pure,2004,jazz
brad mehldau trio,everything in its right place,2004,jazz
sun ra,springtime again,2004,jazz
bing crosby,dream a little dream of me,2004,jazz
zero 7,somersault,2004,jazz
anthony wonsey trio,the peacocks,2004,jazz
zero 7,passing by,2004,jazz
zero 7,warm sound,2004,jazz
marcus johnson,18th & m,2004,jazz
nancy wilson,i wish you love,2004,jazz
eliane elias,"baubles, bangles and beads",2004,jazz
chris botti,when i fall in love,2004,jazz
sun ra,door of the cosmos,2004,jazz
donny hathaway,yesterday,2004,jazz
necrophagist,only ash remains,2004,jazz
tony bennett,close enough for love,2004,jazz
the dillinger escape plan,panasonic youth,2004,jazz
necrophagist,the stillborn one,2004,jazz
chris botti,cinema paradiso,2004,jazz
"harry connick, jr.",for once in my life,2004,jazz
the dillinger escape plan,sunshine the werewolf,2004,jazz
kay starr,"""it’s a good day""",2004,jazz
renee olstead,what a difference a day makes,2004,jazz
chris botti,nearness of you,2004,jazz
zero 7,morning song,2004,jazz
boney james,here she comes,2004,jazz
susumu yokota,blue sky and yellow sunflower,2004,jazz
wayman tisdale,ready to hang,2004,jazz
necrophagist,fermented offal discharge,2004,jazz
jamie cullum,these are the days,2004,jazz
fennesz,transit (feat. david sylvian),2004,jazz
jamie cullum,all at sea,2004,jazz
flunk,blind my mind,2004,jazz
diana krall,the girl in the other room,2004,jazz
johnny mathis,a certain smile,2004,jazz
emanon,six million ways,2005,jazz
karin krog,meaning of love,2005,jazz
"earth, wind & fire",pure gold,2005,jazz
joe bataan,call my name,2005,jazz
cantoma,the call,2005,jazz
cantoma,moonsmith,2005,jazz
artie shaw,all the things you are,2005,jazz
ann hampton callaway,slow,2005,jazz
sunn 0))),it took the night to believe,2005,jazz
yonderboi,before you snap,2005,jazz
lee ritenour,mr. briefcase,2005,jazz
fattburger,groovin',2005,jazz
artie shaw,deep in a dream,2005,jazz
robert glasper,rise and shine,2005,jazz
herbie mann,one note samba,2005,jazz
streetwize,"me, myself and i",2005,jazz
sola rosa,redeemer,2005,jazz
denis solee,you make me feel so young,2005,jazz
jamiroquai,starchild,2005,jazz
chris botti,my one and only love,2005,jazz
between the buried and me,roboturner,2005,jazz
jamiroquai,hot tequila brown,2005,jazz
lizz wright,a taste of honey,2005,jazz
fat freddy's drop,dark days,2005,jazz
"earth, wind & fire",to you (feat. brian mcknight),2005,jazz
meshuggah,disenchantment,2005,jazz
meshuggah,dehumanization,2005,jazz
tommy dorsey,east of the sun (and west of the moon),2005,jazz
meshuggah,imprint of the un-saved,2005,jazz
meshuggah,mind's mirrors,2005,jazz
no blues,columbus stockade,2005,jazz
unkle,be there,2005,jazz
the pharcyde,passing me by,2005,jazz
meshuggah,in death,2005,jazz
tito nieves,i'll always love you,2005,jazz
chris botti,let there be love,2005,jazz
lemon jelly,'68 aka only time,2005,jazz
chris botti,good morning heartache,2005,jazz
meshuggah,autonomy lost,2005,jazz
roberta flack,if i ever see you again,2005,jazz
denis solee,one for my baby,2005,jazz
brian simpson,and the story goes,2005,jazz
glenn miller,we can live on love,2005,jazz
darondo,let my people go,2005,jazz
thievery corporation,marching the hate machines (into the sun) featuring the flaming lips,2005,jazz
nils,pacific coast highway,2005,jazz
breakestra,hiding,2005,jazz
katie melua,nine million bicycles,2005,jazz
chuck loeb,tropical,2005,jazz
the budos band,the volcano song,2005,jazz
eugene mcdaniels,sagittarius red,2005,jazz
nostalgia 77,seven nation army (feat. alice russell),2005,jazz
wax tailor,hypnosis theme,2005,jazz
jamiroquai,(don't) give hate a chance,2005,jazz
denis solee,come fly with me,2005,jazz
between the buried and me,selkies: the endless obsession,2005,jazz
fattburger,trail of tears,2005,jazz
chuck loeb,the music inside,2005,jazz
lizz wright,hit the ground,2005,jazz
thievery corporation,doors of perception featuring gunjan,2005,jazz
sara gazarek,yours,2005,jazz
chris botti,are you lonesome tonight?,2005,jazz
wax tailor,que sera,2005,jazz
breakestra,how do you really feel,2005,jazz
thievery corporation,warning shots featuring sleepy wonder and gunjan,2005,jazz
eugene mcdaniels,cherrystones,2005,jazz
betty carter,'round midnight,2005,jazz
nickodemus,give the drummer some,2005,jazz
euge groove,get em goin',2005,jazz
denis solee,all the way,2005,jazz
the budos band,"monkey see, monkey do",2005,jazz
walter beasley,people make the world go round,2005,jazz
chuck loeb,while we speak,2005,jazz
the budos band,budos theme,2005,jazz
streetwize,rock the boat,2005,jazz
stéphane pompougnac,here is to you,2005,jazz
fat freddy's drop,cay's crays,2005,jazz
blockhead,expiration date,2005,jazz
charlie haden,this is not america,2005,jazz
nickodemus,mystery of life,2005,jazz
cyne,maintain,2005,jazz
moka only,more soup,2006,jazz
rick braun,cadillac slim,2006,jazz
zero 7,if i can't have you,2006,jazz
visioneers,it's simple,2006,jazz
nick colionne,high flyin',2006,jazz
dj shadow,this time (i'm gonna try it my way),2006,jazz
between the buried and me,blackened,2006,jazz
dave koz,in the name of love,2006,jazz
pink martini,brazil,2006,jazz
nightmares on wax,deep down,2006,jazz
naoki kenji,let it flow,2006,jazz
madeleine peyroux,half the perfect world,2006,jazz
tito rojas,también nos duele,2006,jazz
nightmares on wax,pudpots,2006,jazz
peter white,one on one,2006,jazz
juliana aquino,i will survive,2006,jazz
pink martini,the gardens of sampson & beasley,2006,jazz
between the buried and me,cemetary gates,2006,jazz
between the buried and me,three of a perfect pair,2006,jazz
alif tree,forgotten places,2006,jazz
the faceless,an autopsy,2006,jazz
oli silk,eve's song,2006,jazz
the faceless,pestilence,2006,jazz
pink martini,song of the black lizard,2006,jazz
the faceless,leica,2006,jazz
bonobo,walk in the sky,2006,jazz
juliana aquino,i'm so glad that i'm a woman,2006,jazz
bonobo,if you stayed over,2006,jazz
roberta flack,tonight i celebrate my love,2006,jazz
zero 7,dreaming,2006,jazz
oli silk,hats off,2006,jazz
marc moulin,balek,2006,jazz
fourplay,sunday morning,2006,jazz
boney james,breathe,2006,jazz
tony bennett,sing you sinners,2006,jazz
rjd2,disconnected,2006,jazz
devin townsend band,vampira,2006,jazz
ron carter,bye bye blackbird,2006,jazz
kenny g,as time goes by,2006,jazz
nujabes,still talking to you,2006,jazz
jojo effect,moods,2006,jazz
malene mortensen,at last,2006,jazz
jamiroquai,runaway,2006,jazz
scott grooves,mothership reconnection (feat.parliament/funkadelic),2006,jazz
radio citizen,everything (feat. bajka),2006,jazz
nightmares on wax,the sweetest,2006,jazz
fourplay,my love's leavin' (feat. michael mcdonald),2006,jazz
kenny g,you raise me up,2006,jazz
nightmares on wax,damn,2006,jazz
madeleine peyroux,the summer wind,2006,jazz
pink martini,hang on little tomato,2006,jazz
medeski scofield martin & wood,little walter rides again,2006,jazz
the bamboos,the wilhelm scream (feat. megan washington),2006,jazz
madeleine peyroux,smile,2006,jazz
kenny g,yesterday,2006,jazz
emancipator,first snow,2006,jazz
pink martini,aspettami,2006,jazz
peter white,sunny,2006,jazz
charlie haden,la pasionaria,2006,jazz
steve oliver,feeling good,2006,jazz
dean martin,my heart reminds me,2006,jazz
nick colionne,rainy night in georgia,2006,jazz
madeleine peyroux,california rain,2006,jazz
lollo meier,china boy,2006,jazz
the black seeds,one by one,2006,jazz
zero 7,left behind,2006,jazz
kenny g,the way we were,2006,jazz
juliana aquino,on the radio,2006,jazz
pacha massive,don't let go,2007,jazz
the dear hunter,evicted,2007,jazz
belleruche,northern girls,2007,jazz
devin townsend,by your command,2007,jazz
ike quebec,goin' home,2007,jazz
tosca,natural high,2007,jazz
nils landgren funk unit,freak u,2007,jazz
dj jazzy jeff,all i know feat. c.l. smooth,2007,jazz
jamie cullum,give me the simple life,2007,jazz
the dear hunter,the church and the dime,2007,jazz
unkle,keys to the kingdom,2007,jazz
benny goodman,moonglow,2007,jazz
herbie hancock,the tea leaf prophecy (lay down your arms),2007,jazz
the dear hunter,where the road parts,2007,jazz
bobby darin,minnie the moocher,2007,jazz
jay soto,stay awhile,2007,jazz
the dear hunter,the bitter suite iii: embrace,2007,jazz
koop,let's elope,2007,jazz
joe sample,end of the line,2007,jazz
eric marienthal,your move,2007,jazz
jay soto,holding on,2007,jazz
delicatessen,you're getting to be a habit with me,2007,jazz
melody gardot,some lessons,2007,jazz
wax tailor,sometimes,2007,jazz
abbey lincoln,throw it away,2007,jazz
bob baldwin,too late,2007,jazz
blue six,aquarian angel,2007,jazz
herbie hancock,river,2007,jazz
the juju orchestra,kind of latin rhythm,2007,jazz
delicatessen,in a mellow tone,2007,jazz
gypsy swing revue,puttin' on the ritz,2007,jazz
nujabes,after hanabi -listen to my beats-,2007,jazz
paul brown,i say a little prayer,2007,jazz
jane monheit,a time for love,2007,jazz
the dear hunter,smiling swine,2007,jazz
saint privat,"un, deux, trois",2007,jazz
koop,i see a different you,2007,jazz
koop,whenever there is you,2007,jazz
dj vadim,black is the night,2007,jazz
stacey kent,landslide,2007,jazz
rodney hunter,huntermatic,2007,jazz
the budos band,chicago falcon,2007,jazz
stacey kent,never let me go,2007,jazz
candy dulfer,11:58,2007,jazz
jackiem joyner,elevation,2007,jazz
natalie cole,our love is here to stay,2007,jazz
koop,koop island blues,2007,jazz
sara gazarek,and so it goes,2007,jazz
the dillinger escape plan,milk lizard,2007,jazz
gary smith,black orpheus,2007,jazz
chinese man,washington square,2007,jazz
chinese man,i've got that tune,2007,jazz
waldeck,memories,2007,jazz
belleruche,minor swing,2007,jazz
jamie cullum,where is your heart at?,2007,jazz
between the buried and me,prequel to the sequel,2007,jazz
the dear hunter,his hands matched his tongue,2007,jazz
alfonso ponticelli,lito's place,2007,jazz
the dear hunter,blood of the rose,2007,jazz
wax tailor,once upon a past,2007,jazz
the dear hunter,1878,2007,jazz
the dear hunter,the pimp and the priest,2007,jazz
between the buried and me,informal gluttony,2007,jazz
sinne eeg,hours of ours,2007,jazz
waldeck,midsummer night blues,2007,jazz
marcus johnson,believe,2007,jazz
between the buried and me,white walls,2007,jazz
the dillinger escape plan,mouth of ghosts,2007,jazz
jonathan butler,rio,2008,jazz
have a nice life,telephony,2008,jazz
susie arioli,blue skies,2008,jazz
ugly duckling,einstein do it,2008,jazz
ethel waters,stormy weather,2008,jazz
jeff lorber,heard that,2008,jazz
esperanza spalding,espera,2008,jazz
eva cassidy,blue eyes crying in the rain,2008,jazz
meshuggah,this spiteful snake,2008,jazz
club des belugas,what is jazz,2008,jazz
thievery corporation,retaliation suite,2008,jazz
meshuggah,pravus,2008,jazz
the faceless,xenochrist,2008,jazz
the faceless,planetary duality ii: a prophecies fruition,2008,jazz
mr. scruff,music takes me up,2008,jazz
kirk whalum,when can i see you,2008,jazz
meshuggah,electric red,2008,jazz
have a nice life,earthmover,2008,jazz
esperanza spalding,i adore you,2008,jazz
the faceless,planetary duality i: hideous revelation,2008,jazz
meshuggah,pineal gland optics,2008,jazz
paolo fresu,mare nostrum,2008,jazz
brian simpson,above the clouds,2008,jazz
thievery corporation,vampires,2008,jazz
warren hill,gimme some,2008,jazz
brenda boykin,love is in town,2008,jazz
lizz wright,speak your heart,2008,jazz
nightmares on wax,be there,2008,jazz
esperanza spalding,love in time,2008,jazz
nicola conte,like leaves in the wind,2008,jazz
origin,the aftermath,2008,jazz
the faceless,sons of belial,2008,jazz
the faceless,prison born,2008,jazz
montefiori cocktail,gipsy woman,2008,jazz
montefiori cocktail,sunny,2008,jazz
cynic,the space for this,2008,jazz
gramatik,sumthin',2008,jazz
the faceless,coldly calculated design,2008,jazz
caravan palace,bambous,2008,jazz
artie shaw,the chant,2008,jazz
al jarreau,you ought to be with me,2008,jazz
carol welsman,memories of you,2008,jazz
meshuggah,combustion,2008,jazz
nicole henry,make it last,2008,jazz
meshuggah,obzen,2008,jazz
eric darius,goin' all out,2008,jazz
brian simpson,what cha gonna do?,2008,jazz
have a nice life,the big gloom,2008,jazz
have a nice life,i don't love,2008,jazz
have a nice life,bloodhail,2008,jazz
large professor,sewin'love,2008,jazz
roy hargrove,strasbourg / st. denis,2008,jazz
meshuggah,bleed,2008,jazz
caravan palace,suzy,2008,jazz
thievery corporation,sound the alarm,2008,jazz
michael lington,it's too late,2008,jazz
