track_name,track_artist,lyrics,track_album_release_date
Slipping Away (Crier la Vie) [Radio Mix],Moby,"All that we needed was right The threshold is breaking tonight Open to everything happy and sad Seeing the good when it's all going bad Seeing the sun when I can't really see Hoping the sun will at least look at me Focus on everything better today All that I needed I never could say Hold on to people, they're slipping away Hold on to this while it's slipping away All that we needed tonight Are people who love us and like I know how it feels to need Oh when we leave here, you'll see Open to everything happy and sad Seeing the good when it's all going bad Seeing the sun when I can't really see Hoping the sun will at least look at me Focus on everything better today All that I needed I never could say Hold on to people, they're slipping away Hold on to this while it's slipping away So long So long Open to everything happy and sad Seeing the good when it's all going bad Seeing the sun when I can't really see Hoping the sun will at least look at me Focus on everything better today All that I needed I never could say Hold on to people, they're slipping away Hold on to this while it's slipping away",2006
Tu Eres Ajena,Frank Reyes,"NA Es tu príncipe otra vez Al conocernos me prometiste Darme tu amor para toda la vida Pero muy tarde me he dado cuenta Que me engañabas, que me hablabas mentiras Dejaste que de ti me enamorara Que me acostumbrara solamente a tu cariño Y ahora estoy pagando mi condena Tú no debiste estar conmigo siendo ajena No ves cuanto me hiere tu traición Yo que soñaba con hacerte solo mía Con tu error me lastimaste el corazón Si lo engañaste a él a mi lo mismo me harías Que lástima me da Aun corre por mis venas La llama de pasión que me dejaste Pero tú eres ajena Ay, que lástima me da Aun corre por mis venas La llama de pasión que me dejaste Pero tú eres ajena Cuanto me ha hecho sufrir Y yo que pensé que solamente era mía Frank Reyes, el príncipe de la bachata Dejaste que de ti me enamorara Que me acostumbrara solamente a tu cariño Y ahora estoy pagando mi condena Tú no debiste estar conmigo siendo ajena No ves cuanto me hiere tu traición Yo que soñaba con hacerte solo mía Con tu error me lastimaste el corazón Si lo engañaste a él a mi lo mismo me harías Que lástima me da Aun corre por mis venas La llama de pasión que me dejaste Pero tú eres ajena Ay, que lástima me da Aun corre por mis venas La llama de pasión que me dejaste Pero tú eres ajena Ajena, ajena, ajena",2006
No Te Pido Flores,Fanny Lu,"NA Si se fue, yo no sé bien Aún me resigno a no entender Que pasan noches ya sin él Como antes de que fuera mío ¿Definitivo? Yo no sé Una semana y será un mes Que pasa un días y me muero Suspirando en el vacío Y ya no quiero ser Tan débil como el viento Cuando la tormenta se ha ido Que ya no sopla y esta frío, woh Sin tu calor No te pido que traigas flores Tampoco que me des bombones Yo solo quiero una caricia Que me digas que tú me quieres No te pido que te confieses Ni que prometas ni que reces Yo solo quiero que me digas Que no hay mujer que más admiras ¡Ay, Diosito! ¡Ajá! Tal vez se nos fue el amor Por la puerta en donde entró Quizás en algún descuido Se escapó sin darnos cuenta Definitivo este dolor Que me condena y me lastima Será la suerte quien decida Si me mejoro o me domina Y ya no quiero ser Una hoja de papel Que se escribe día a día Solamente con tu tinta, oh Te digo, mi amor No te pido que traigas flores Tampoco que me des bombones Yo solo quiero una caricia Que me digas que tú me quieres No te pido que te confieses Ni que prometas ni que reces Yo solo quiero que me digas Que no hay mujer que más admiras Ay, ay, ay Viene, viene A mí me da pena contigo Pero es así de sencillo Ganar de nuevo mi afecto Que mi amor ya tiene un precio A mí me da pena contigo No te trasnoches conmigo Sé que nunca fue perfecto Pero mi amor ya tiene un dueño (Otra vez) No te pido que traigas flores Tampoco que me des bombones Yo solo quiero una caricia Que me digas que tú me quieres No te pido que te confieses Ni que prometas ni que reces Yo solo quiero que me digas Que no hay mujer que más admiras A mí me da pena contigo Pero es así de sencillo Ganar de nuevo mi afecto Que mi amor ya tiene un precio A mí me da pena contigo No te trasnoches conmigo Sé que nunca fue perfecto Pero mi amor ya tiene un dueño A mí me da pena contigo Pero es así de sencillo Ganar de nuevo mi afecto Que mi amor ya tiene un precio",2006
I Can't Hold Back,Survivor,"There's a story in my eyes Turn the pages of desire Now it's time to trade those dreams For the rush of passion's fire I can feel you tremble when we touch And I feel the hand of fate Reaching out to both of us I've been holding back the night I've been searching for a clue from you I'm gonna try with all my might To make this story line come true Can you feel me tremble when we touch Can you feel the hand of fate Reaching out to both of us This love affair can't wait I can't hold back I'm on the edge I can't hold back Your voice explodes Inside my head I can't hold back I won't back down Girl, it's too late To turn back now Another shooting star goes by And in the night the silence Speaks to you and I And now the time has come at last Don't let the moment run too fast I can feel you tremble when we touch And I feel the hand of fate Reaching out to both of us There's a story in my eyes Turn the pages of desire Now it's time to trade those dreams For the rush of passion's fire I can't hold back I'm on the edge I can't hold back Your voice explodes Inside my head I can't hold back I won't back down Girl, it's too late To turn back now I can see you tremble when we touch Ooh, and I feel the hand of fate Reaching out to both of us This love affair can't wait I can't hold back I can't hold back I can't hold back",2006
"Pop, Lock & Drop It - Video Edit",Huey,"Toot that thang up, mami make it roll Once you pop, pop lock it for me girl get low If yo mama gave it to you, baby girl let it show Once you pop lock, drop it for me maybe we can roll, OH! Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Tonight it's gon' be some changes, no actin sadity So stop actin and get it clappin cause I'm knowin you feelin me Yeah you cute, but don't let that *shit* go to yo' head Cause what this cutie won't do, pimpin another one will You prepured rockin a skirt and ya heels so tall And we ain't wit none of that trickin but our bills so tall I been peepin you fo' a while and you throwin it back If you lookin fo you a balla, we got dough in da back Look yo' color carmello brown and your skin so smooth I'm havin fantasies about what you and me can do And you an undacover freak, you probably thinking da same I'm seein light up on yo face, because you peepin my chain And I ain't tryin put you out thurr, as if you a freak So don't even take it that way, just say you did it for me And yeah, you probably ROLL wit me cause it's money in my pockets So until THEN, I gotta see you pop lock and drop it Toot that thang up, mami make it roll Once you pop, pop lock it for me girl get low If yo mama gave it to you, baby girl let it show Once you pop lock, drop it for me maybe we can roll, OH! Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it I ain't gotta be yo' man, but I really wouldn't mind We ain't gotta talk again, I'm jus tryin have a time If you a balla, pull a stack out, and slap her on da ayyy! Pop lockin cock blockas, get up out da way Let lil' mami get low, give a space let her sweat The club turnin to hoolas cause they shirts is so wet From da window to da wall, lil' mama showin her thong The broad, freakin herself, it's tellin me that it's on You ready then we can roll I'm tellin you we can go I'm thinkin if I can handle it the way you make it roll You groovin and speedin up, you right in between us If you a strip-teaser, then baby don't tease us At first I thought I was trippin but my vision gettin clearer You movin that thang around as if you practice in the mirror""She doin a new, dance,"" what the next man said I'm like, ""Naw, she just pop lockin on a headstand"" Toot that thang up, mami make it roll Once you pop, pop lock it for me girl get low If yo mama gave it to you, baby girl let it show Once you pop lock, drop it for me maybe we can roll, OH! Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Pop, lock, and drop it Make it roll to the left (left), roll to the right (right) Pop lock and drop it get low aight Make it roll to the left (left), roll to the right (right) Pop lock and drop it get low aight It ain't trickin if you got it, we got it but I ain't givin Just bounce it and roll wit it and maybe you roll wit us It ain't trickin if you got it, we got it and I ain't givin Just bounce it and roll wit it and maybe you roll wit us Pop lock and drop it, now pop lock and drop it fo' me Pop lock and drop it, say pop lock and drop it What's yo name girl? Neva mind, neva mind Do ya thang girl, fire you ain't neva lied What's yo name girl? Neva mind, neva mind Do you thang girl, fire you ain't neva lied, oh!",2006
Beer,Itchyworms,"Nais kong magpakalasing Dahil wala ka na Nakatingin sa salamin At nag-iisa Nakatanim pa rin ang gumamelang Binalik mo sakin Nang tayo'y maghiwalay Ito'y katulad ng damdamin ko Kahit buhusan mo ng beer ayaw pang mamatay Giliw, wag mo sanang limutin Ang mga araw na hindi sana naglaho Mga anak at bahay nating pinaplano Lahat ng ito'y nawala Nung iniwan mo ako Kaya ngayon Ibuhos na ang beer Sa aking lalamunan Upang malunod na ang puso kong nahihirapan Bawat patak anong sarap Ano ba talagang mas gusto ko Ang beer na to o ang pag-ibig mo Nais kong magpakasabog Dahil olats ako Kahit ano hihithitin Kahit tambucho Kukuha ako ng beer at ipapakulo sa kaldero Lalanghapin ang usok nito Lahat ay aking gagawin upang hindi ko na isiping nag-iisa na ako Ibuhos na ang beer Sa aking lalamunan Upang malunod na ang puso kong nahihirapan Bawat patak anong sarap Ano ba talagang mas gusto ko Ang beer na to o ang pag-ibig mo Giliw, wag mo sanang limutin Ang mga araw na hindi sana naglaho Mga anak at bahay nating pinaplano Lahat ng ito'y nawala Nung iniwan mo ako Kaya ngayon Ibuhos na ang beer Sa aking lalamunan Upang malunod na ang puso kong nahihirapan Bawat patak anong sarap Ano ba talagang mas gusto ko Ang beer na to o ang pag-ibig mo",2006
I Wanna Love You,Akon,"Konvict Konvict, Music, and you know we Upfront I see you windin' and grindin' up on the floor I know you see me lookin' at you and you already know I wanna love you... you already know I wanna love you... you already know, girl Money in the air as mo' fell Grab you by your coattail, take you to the motel Ho sale; don't tell, won't tell Baby say “I don't talk, Dogg unless you told on me” - oh well Take a picture wit me, what the flick gon' do Baby stick to me and I'ma stick on you If you pick me then I'ma pick on you D-O double G and I'm here to put this dick on you I'm stuck on pussy and your's is right Rip ridin' the poles and them doors is tight And I'ma get me a shot ‘fo the end of the night Cause pussy is pussy and baby you're pussy for life I see you windin' and grindin' up on the floor I know you see me lookin' at you and you already know I wanna love you... you already know I wanna love you... you already know, girl Shorty, I can see you ain't lonely Handful of niggease and they all got cheese See you lookin' at me now what its gon' be Just another tease far as I can see Tryna get you up out this club If it means spendin' a couple dubs Throwin' bout 30 stacks in the back make it rain like that 'Cause I'm far from a scrub And you know my pedigree Ex-deala use to move amphetamines Girl I spend money like it don't mean nothing and besides I got a thing for you I see you windin' and grindin' up on the floor I know you see me lookin' at you and you already know I wanna love you... you already know I wanna love you... you already know, girl Mobbin' through the club and I'm low pressin' I'm sittin' in the back in the smoker's section (just smokin') Birds eye, I got a clear view You can't see me, but I can see you (baby I see you) Hmm, it's cool, we jet, the mood is set, your pussy is wet You're rubbin' your back and touchin' your neck Your body is movin', you humpin' and jumpin' Your titties is bouncin', you smilin' and grinnin' and lookin' at me Girl and while your lookin' at me I'm ready to hit the caddy Right up on the patio move the patty to the caddy Baby you got a phatty, the type I like to marry Wantin' to just give you everything and that's kinda scary Cause I'm loving the way you shake your ass Bouncin', got me tippin' my glass Normally don't get caught up too fast But I got a thing for you I see you windin' and grindin' up on the floor I know you see me lookin' at you and you already know I wanna love you... you already know I wanna love you... you already know I see you windin' and grindin' up on the floor I know you see me lookin' at you and you already know I wanna love you... you already know I wanna love you... you already know, girl, girl",2006
You Know I'm No Good,Amy Winehouse,"Meet you downstairs, in the bar and hurt Your rolled up sleeves and your skull t-shirt You say ""What did you do with him today?"" And sniffed me out like I was Tanqueray 'Cause you're my fella, my guy Hand me your Stella and fly By the time I'm out the door You tear men down like Roger Moore I cheated myself Like I knew I would I told you I was trouble You know that I'm no good Upstairs in bed with my ex-boy He's in the place but I can't get joy Thinking on you in the final throes This is when my buzzer goes Run out to meet you, chips and pita You say, ""When we married"" 'cause you're not bitter ""There'll be none of him no more""I cried for you on the kitchen floor I cheated myself Like I knew I would I told you I was trouble You know that I'm no good Sweet reunion, Jamaica and Spain We're like how we were again I'm in the tub, you on the seat Lick your lips as I soap my feet Then you notice likkle carpet burn My stomach drops and my guts churn You shrug and it's the worst Who truly stuck the knife in first? I cheated myself Like I knew I would I told you I was trouble You know that I'm no good I cheated myself Like I knew I would I told you I was trouble You know that I'm no good",2006
Money in the Bank (feat. Young Buck) - Remix,Lil Scrappy,"Okay-kay-kay-kayyy, G's up, Lil Scrappy I got money BME (BME), money in the bank, G-Unit! x4 I got money in the bank (yea) Shawty what you drank I'mma get that, dough and fuck with dem, hoes Young ladies that know me know Scrappy's a, pro Fill up at the, bar go get a mas-sage Find me a couple we can make it a, me-nage You be tryin, hard but nigga don't, start You be doin shit is gon' get you to the, morgue I go get that, paper a mega fuckin watch I be pullin out knots, that can buy me a, yacht Hold on baby, please, go get on yo', knees If you don't do it for me then do it for the, cheese (yea) I got extra weed (yea) money long like sleeves (yea) If a nigga try to creep, I got extra heat Got a bank account (cha-ching) with a large amount If a nigga wanna talk, nigga we can let it bounce (bounce) Take it outside, nigga fuck fallin back Killers run up in the club, ballin with a bigger stack x2 Two step with me, let me show you how it goes The Murcielago, lemme show you how it rolls I got a Bentley that I only drove one time 50 bought it for me shorty but it's still mine My Chevy clean and the paint look like lemon-lime You wanna shine, it ain't hard, just get on your grind We keep a bankroll, wallet full of credit cards Cup full of Cristal, box full of cigars Dirty South tatted on my back, I'm country She said she like the way I talk, these hoes love me Club goin crazy, we throwin out stacks G-Unit South yeah, tell the DJ bring it back See I'm A-Town stompin in a A-Town hat But I'm reppin Tennessee, like my homey Project Pat It ain't 'bout where you from homeboy it's where you at Scrappy beat me on the dice, yeah it's cool I'll be back Cause I got x2 50, got me, Lil Jon, got me I got a big-ass squad, how you gon' stop me Y'all niggas, watch me, rise to the, top My shit gon', sell, yo' shit gon', flop Lil Jon, got me, 50, got me I got a big-ass family, how you gon' stop me Y'all niggas, watch me, rise to the, top My shit gon', sell, yo' shit gon', flop x2",2006
Home - Acoustic Version,Daughtry,"I'm staring out into the night Trying to hide the pain I'm going to the place where love And feeling good don't ever cost a thing And the pain you feel's a different kind of pain Well, I'm going home To the place where I belong And where your love has always been enough for me I'm not running from No, I think you've got me all wrong I don't regret this life I chose for me But these places and these faces are getting old So, I'm going home Well, I'm going home The miles are getting longer, it seems The closer I get to you I've not always been the best man or friend for you But your love remains true And I don't know why You always seem to give me another try So, I'm going home To the place where I belong And where your love has always been enough for me I'm not running from No, I think you've got me all wrong I don't regret this life I chose for me But these places and these faces are getting old Be careful what you wish for 'Cause you just might get it all You just might get it all And then some you don't want Be careful what you wish for 'Cause you just might get it all You just might get it all, yeah I'm going home To the place where I belong And where your love has always been enough for me I'm not running from No, I think you got me all wrong I don't regret this life I chose for me But these places and these faces are getting old I said, these places and these faces are getting old So, I'm going home Well, I'm going home",2006
Martyr Nyebera,Kamikazee,"Verse 1Kinokompleto mo ang araw ko Sa tuwing inaaway mo Paggising sa umaga Mukha mo ang nakita Wala pang nagawa nakasimangot na At pagsapit ng gabi tampo lalong lumalaki Ang gusto ko lambingan Ngunit may unan na namamagitan Chorus:Ang almusal ay sigawan Ang Hapunan natin ay tampuhan Ang Mirienda pagdududa Pero mahal kita Wala ng hahanapin pang iba Handa kong magtiis Kahit na Away,away,away na to... Verse 2 Nahuli lang ng ilang minuto Di na kinibo Natrapik lang sa kanto Di naman gwapo Naisip mo agad nan chiks ako Simple lang naman ang pinagmulan Pinahaba ang usapan Di naman kailangan Mahabang away na naman Chorus: Ang almusal ay sigawan Ang Hapunan natin ay tampuhan Ang Mirienda pagdududa Pero mahal kita Wala ng hahanapin pang iba Handa kong magtiis Kahit na Away,away,away na to... Verse 3 (Girl) Kahit na sabihin na naliligo ka sa sampal Di mo masasabi na hindi kita minamahal Ang dami mong babae Wala ka pang trabaho Ngunit kahit ganun ay nandito lang ako Nandito lang ako Chorus: Ang almusal ay sigawan Ang Hapunan natin ay tampuhan Ang Mirienda pagdududa Pero mahal kita Wala ng hahanapin pang iba Handa kong magtiis Kahit na Away,away,away na to... Away,away,away na to... Away,away,away na to...",2006
Do I,Alice Smith,"I must express the way it feels to ride all day Without a care, conversation and a coffee I wanna talk about the good things in my life I wanna try to be alright I can care about the way love makes me feel I can care about the good things that are real I don't wanna have to think about the ways that I'm so bad I don't wanna have to think about the things that make me sad Do I Do I There are things that make me smile every day The jokes we play, the funny things we say There is nothing like the joy they can see in my eyes When i think about the man in my life I can care about the way he makes me feel I can care because his love makes me feel real I don't wanna have to think about the ways that we'll be bad I don't wanna think about the days that we'll be sad Do I Do I Do I (Well I don't wanna have to think about it)",2006
I Can't Wait,Nu Shooz,"Baby, I can't wait My love, tell me what it's all about You've got something That I can't live without Happiness, is so hard to find Hey baby, tell me what is on your mind Cause I can't wait (baby, I can't wait) Till you call me on the telephone I can't wait (baby, I can't wait) Till we're all alone (I can't wait) You know I love you Even when you don't try I know, that our love will never die Hey darling, when you look into my eye Please tell me, you'll never have to say goodbye Cause I can't wait (baby, I can't wait) this is what I've been waiting for I can't wait (baby, I can't wait) 'till my love walked in the door I can't wait (baby, I can't wait) true love is so hard to find I found yours, you found mine I can't wait (baby, I can't wait) tell me what is on your mind (I can't wait) (I can't wait) I can't wait Say it one more time (baby, I can't wait) tell me what is on your mind Oh I can't wait (baby, I can't wait) this is what I've been waiting for Oh I can't wait (baby, I can't wait) 'till my love walked in the door NA",2007
He Said She Said,Ashley Tisdale,"Boy walk in the spot, he's so fresh, and (Uh-huh) He got what he needs to impressin' (Uh-huh) Just look at the way that he dressin' Ain't no question, chicks like, ""Ooh!"" Girl walkin' the spot, she stop traffic (Uh-huh) She's blowin' your mind with her asset (Uh-huh) So Jessica Alba fantastic Instant classic, boys like, ""Oh!"" Maybe I can see us movin' like that (Like that) Maybe I can see us touchin' like that (Like that) Baby, I can see us kissin' like that (Like that) We don't need no more that he said she said Maybe I can see us movin' like that (Like that) Maybe I can see us touchin' like that (Like that) Baby, I can see us kissin' like that (Like that) We don't need no more that he said she said He said, ""girl, you winnin'"" (Girl) She said, ""boy, where you been at?"" (Where you been?) ""Stop talkin', let's get with it"" Just like that, they He said, ""You're amazing"" (Yeah, they said) She said, ""Then why you waiting?"" ""No more deliberating, what you doin'? Let's get to it"" Just like that, they Boy actin' as if there's no pressure (Uh-huh) He do anything to get with her (Uh-huh) He say anything to convince her Money spent too, diamonds send her (Oh) Girl playin' it cool, but she's with it (Uh-huh) She lovin' the fact that she's gifted (Uh-huh) Everything he do, she gets lifted (Uh-huh) Feels so wicked lovin' like, oh Maybe I can see us movin' like that (Like that) Maybe I can see us touchin' like that (Like that) Baby, I can see us kissin' like that (Like that) We don't need no more that he said she said (Oh) Maybe I can see us movin' like that (Like that) Maybe I can see us touchin' like that (Like that) Baby, I can see us kissin' like that (Like that) We don't need no more that he said she said He said, ""Girl, you winnin'"" (Yeah, yeah) She said, ""Boy, where you been at?"" (Oh) ""Stop talkin', let's get with it"" Just like that they (Just like that) He said, ""You're amazing"" (Oh) She said, ""Then why you waiting?"" (Ooh) ""No more deliberating, what you doin'? Let's get to it"" (No more) Just like that they One night with you (Yeah) Boy, just one night with you (Just one) All the things we could do Every day I think of One night with you No one else but us two All our dreams would come true (Oh yeah) If we'd just get together (Yeah, yeah, yeah) Maybe I can see us movin' like that (Like that) Maybe I can see us touchin' like that (Like that) Baby, I can see us kissin' like that (Like that) We don't need no more that he said she said Maybe I can see us movin' like that (Oh) Maybe I can see us touchin' like that (Oh) Baby, I can see us kissin' like that (Like that) We don't need no more that he said she said Uh, what you waitin' for? He said, ""Girl, you winnin'"" (oh) She said, ""Boy, where you been at?"" (Yeah) ""Stop talkin', let's get with it"" Just like that they He said, ""You're amazing"" She said, ""Then why you waiting?"" ""No more deliberating, what you doin'? Let's get to it"" Just like that they (Yeah, give it to it, baby) You're gonna like it You're gonna want it You're gonna like it We don't need no more that he said she said You're gonna like it (Yeah) You're gonna want it (You're gonna want it) You're gonna like it (Yeah) We don't need no more that he said she said (Uh)",2007
Como un lobo (Dueto 2007),Miguel Bosé,"Parece que El miedo ha conquistado Tus ojos negros Profundos y templados ¿Qué va a ser de ti? ¿Qué va a ser de ti? Panteras son Vigilan mi destierro Me he condenado Y en ellos yo me encierro ¿Qué va a ser de mi? ¿Qué va a ser de mi? Miénteme y di que no estoy loco Miénteme y di que sólo un poco Quién teme... quién teme di... si yo me pierdo Quién teme... quién teme di... Mi corazón Salvaje y estepario Lamió poemas caídos de tus labios ¿Qué va a ser de ti? ¿Que va a ser de ti? Tu pecho es Tan cruel como bendito Tu cuerpo en fin Babel y laberinto ¿Qué va a ser de mi? ¿Que va a ser de mi? Miénteme y di que no estoy loco Miénteme y di que sólo un poco Miénteme, miénteme y di si yo me pierdo.. Miénteme y di... Mil años pasarán Y el duende de tu nombre De luna en luna irá Aullando fuerte woh! woh! woh! woh! woh! Miénteme y di que no estoy loco Miénteme y di que sólo un poco Y como un lobo voy detrás de ti Paso a paso tu huella he de seguir Y como un lobo voy detrás de ti Paso a paso tu huella he de seguir Y como un lobo voy detrás de ti Paso a paso tu huella he de seguir Y como lobo voy detrás de ti Paso a paso... paso a paso... Paso a paso... paso a paso... Paso a paso... paso a paso... Paso a paso... paso a paso... Paso a paso... paso a paso...",2007
The Future Never Dies,Scorpions,I'm lost in your eyes Reaching out to cross the great divide You are drifting away Mind and soul and body day by day Nothing's stopping you and I It's do or die tonight So tell me why I'm alone When we're lying here together On a night that's so cold And you're just a touch away Baby try to hold on Until we make it to forever We're alive And the future never dies I've been dying inside Holding back the tears I never cried Now I'm down on my knees Because everything you are is what I need You're the meaning of it all Don't let me fall you've got to We've got to come together Because everybody needs a heart to hold Can't you see it's now or never Because we've got nowhere else to go Tell me why I'm alone When we're lying here together Baby try to hold on Until we make it to forever We're alive And the future never dies We're alive And the future never dies In your eyes The future never dies,2007
Still Tippin' (feat. Slim Thug & Paul Wall),Mike Jones,"Still tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Pimpin' fo' hoes and I'm packin' fo' fo'sStill tippin' on four fours wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Pimpin' fo' hoes and I'm packin' fo' fo's Now look who creepin', look who crawlin', still ballin' in the mix It's that six-six, long dick, slim nigga stickin' your chick Pullin' tricks, lookin' slick at all times when I'm flippin'Barre sippin', car dippin', Grant wood grain grippin' Still tippin' on fo' fo's (Still tippin' on fo' fo's) Wrapped in fo' vogues (Wrapped in fo' vogues) Pimpin' fo' hoes (Pimpin' fo' hoes) And I'm packin' fo' fo's (And I'm packin' fo' fo's) Blowin' on that indo, Game Cube Nintendo Five percent tint so you can't see up in my window These niggas don't understand me 'cause I'm Boss Hogg on candy Top down at Maxi's wit' a big Glock nine handy Pieced up, creased up, stayin' dressed to impress Big boss belt buckle under my Mitchell and Ness Oh, Gucci shades up on my braids when I Escalade When I'm ridin' Sprewells slidin' like a escapade I got it made the big boss of the north Ain't shit changed I still represent Swisha House (Ha!) Still tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Pimpin' fo' hoes and I'm packin' fo' fo'sStill tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Pimpin' fo' hoes and I'm packin' fo' fo's Fo' fo's I'm tippin', wood grain I'm grippin' Catch me lane switchin' with the paint drippin'Turn your neck and your dame missin' Me and Slim we ain't trippin', I'm figure flippin' and syrup sippin'Like do or die, I'm po' pimpin' Car stop, rims keep spinnin' I'm flippin' drop with invisible tops Hoes bop when my drop step out I'm shakin' the block with four eighteens Candy green with eleven screens My gasoline always supreme Got dirt on the brim with a pint of lean It takes grindin' to be a king, it takes grindin' to be a king First Round Draft Picks comin', Who is Mike Jones comin'Slab shinin' with the grill and woman Slab shinin' with the grill and woman I'm Mike Jones, (Who?) Mike Jones The one and only, you can't clone me Got a lot of haters and a lot of homies, some friends and some phony Back then ho's didn't want me, now I'm hot ho's all on me Back then ho's didn't want me, now I'm hot ho's all on me Back then ho's didn't want me, now I'm hot ho's all on me (I said!) Back then ho's didn't want me, now I'm hot ho's all on me Still tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Pimpin' fo' hoes and I'm packin' fo' fo'sStill tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Pimpin' fo' hoes and I'm packin' fo' fo's What it do? It's Paul Wall, I'm the People's Champ My chain light up like a lamp 'cause now I'm back with the camp I'm crawlin' similar to an ant, 'cause I'm low to the Earth People's feelings get hurt, when they figure out what I'm worth I got eighty fo's pokin' out, at the club I'm showin' out I'm a player, ain't no doubt, hoes want to know what I'm 'bout Biggest diamonds off in my mouth, princess cuts all in my chain Wood grain all in my range, drippin' stains when I switch lanes Switched the name, it's still the same, Swisha House or Swisha BlastMike Jones, he runnin' the game and Magnificent 'bout his cash Michael Watts, he made me hot, hard work took me to the top G. Dash took me to the lot, he wrote a check and bought a drop I got the internet goin' nuts but T. Farris got my back, so now I'm holdin' my nuts It's Paul Wall baby, what you know 'bout me? I'm on that five nine Southlea, baby, holler at me Still tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Pimpin' fo' hoes and I'm packin' fo' fo'sStill tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Tippin' on fo' fo's wrapped in fo' vogues Pimpin' fo' hoes and I'm packin' fo' fo's",2007
An End Has a Start,Editors,"I don't think that it's gonna rain again today There's a devil at your side But an angel on her way Someone hit the light 'cause there's more here to be seen When you caught my eye I saw everywhere I'd been and wanna go to You came on your own That's how you'll leave With hope in your hands And air to breathe I won't disappoint you as you fall apart Some things should be simple Even an end has a start Someone hit the light 'cause there's more here to be seen When you caught my eye I saw everywhere I'd been and wanna go to You came on your own That's how you'll leave With hope in your hands And air to breathe You'll lose everything By the end Still my broken limbs You find time to mend More and more people I know are getting ill Pull something good from the ashes Now be still You came on your own, that's how you'll leave With hope in your hands and air to breathe You'll lose everything by the end Still my broken limbs you choose to mend You came on your own, that's how you'll leave You came on your own, that's how you'll leave You came on your own You came on your own",2007
Trampled Under Foot - 2007 Remastered Version,Led Zeppelin,"Greasy slicked down Groovy leather trim I like the way you hold the road Mama, it ain't no sin Talking 'bout love Talking 'bout love Talking 'bout Trouble-free transmission Helps your oils flow Mama, let me pump your gas Mama, let me do it all Talking 'bout love Talking 'bout love Talking 'bout Check that heavy metal Underneath your hood Baby, I can work all night Believe I got the perfect tools Talking 'bout love Talking 'bout love Talking 'bout Automobile with comfort Really built with style Specialist tradition Mama, let me feast my eyes Talking 'bout love Talking 'bout love Talking 'bout Factory air-conditioned Heat begins to rise Guaranteed to run for hours Mama, you're the perfect size Talking 'bout love Talking 'bout love Talking 'bout Grooving on the freeway Gauges all are red Gun down on my gasoline Believe I'm gonna crack your head Talking 'bout love Talking 'bout love Talking 'bout... I can't stop talking about I can't stop talking about Ooh, yeah, yes Drive on Ooh, yeah, yeah, yeah, yeah, yes I'm coming through Come to me for service Every hundred miles Baby, let me check your points Fix your overdrive Talking 'bout love Talking 'bout love Talking 'bout Fully automatic Comes in any size Makes me wonder what I did Before we synchronized Talking 'bout love Talking 'bout love Talking 'bout Feather-light suspension Konis couldn't hold I'm so glad I took a look Inside your showroom doors Talking 'bout love Talking 'bout love Talking 'bout Oh, I can't Oh, I can't Oh, I can't stop talking about love I can't stop talking about love Oh let me go on down, go on down Go on down, go on down, go on down, yes I can't stop talking about I can't stop talking about love I can't stop talking about love or my baby I can't stop talking about love, my baby My baby, my baby, my baby Push, push Push it Push, push",2007
This Time - Klaas Remix Edit,DJ Antoine,This time you should take me away We stop at nothing At all Take a chance now Right now 'Cause now I'm losing control I'm ready to go This time You should take me away To a new place Where we just might Keep an eye on the sky This time We'll be crossing the lights Take me somewhere new Let's do it This time This time This time You should take me away To a new place Where we just might Keep an eye on the sky This time We'll be crossing the lights Take me somewhere new Let's do it This time This time Why don't we step out Of line Lets just have a Good time Forget about the To do's And open the doors This time You should take me away To a new place Where we just might Keep an eye on the sky This time You should take me away To a new place Where we just might Keep an eye on the sky This time We'll be crossing the lights Take me somewhere new Let's do it This time This time This time,2007
